,artist,song,spotify_ID,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,cp_length,genres
2545,miike snow,animal,6vSq5q5DCs1IvwKIq53hj2,0.774,0.721,6.0,-6.662000000000001,0.0,0.0773,0.0126,6.49e-06,0.0952,0.654,118.04799999999999,263427.0,4.0,5,"['alternative dance', 'dance-punk', 'electropop', 'indie pop', 'indie rock', 'indietronica', 'modern rock', 'new rave', 'shimmer pop', 'swedish electropop', 'swedish indie pop', 'swedish synthpop']"
2546,miike snow,genghis khan,6MDijuuArPJv1vbp7K1x3f,0.688,0.847,10.0,-3.238,0.0,0.0508,0.04,2.81e-06,0.598,0.45299999999999996,93.979,212147.0,4.0,4,"['alternative dance', 'dance-punk', 'electropop', 'indie pop', 'indie rock', 'indietronica', 'modern rock', 'new rave', 'shimmer pop', 'swedish electropop', 'swedish indie pop', 'swedish synthpop']"
2547,miike snow,genghis khan,6MDijuuArPJv1vbp7K1x3f,0.688,0.847,10.0,-3.238,0.0,0.0508,0.04,2.81e-06,0.598,0.45299999999999996,93.979,212147.0,4.0,5,"['alternative dance', 'dance-punk', 'electropop', 'indie pop', 'indie rock', 'indietronica', 'modern rock', 'new rave', 'shimmer pop', 'swedish electropop', 'swedish indie pop', 'swedish synthpop']"
2548,miike snow,sans soleil,31pvE8vImEUVjFGfTPVKGT,0.622,0.484,8.0,-7.044,1.0,0.0284,0.303,0.5770000000000001,0.11699999999999999,0.885,135.976,266960.0,4.0,3,"['alternative dance', 'dance-punk', 'electropop', 'indie pop', 'indie rock', 'indietronica', 'modern rock', 'new rave', 'shimmer pop', 'swedish electropop', 'swedish indie pop', 'swedish synthpop']"
2549,mike candys,2012 'if the world would end',4a2Esph5YpP8TRQ1JLGK72,0.738,0.846,9.0,-5.416,1.0,0.10300000000000001,0.115,0.0,0.0946,0.39799999999999996,127.975,166963.0,4.0,5,"['edm', 'partyschlager', 'pop house']"
2550,mike candys,brand new day,0UDIeXlx3boAuEXGXINcyq,0.6459999999999999,0.892,6.0,-2.681,0.0,0.0695,0.0362,0.0,0.17600000000000002,0.513,127.962,167143.0,4.0,4,"['edm', 'partyschlager', 'pop house']"
2551,mike candys,everybody,0BOKPwDkzLW9cmdgPhaXiF,0.76,0.8370000000000001,5.0,-2.782,0.0,0.11800000000000001,0.11,1.59e-05,0.0615,0.701,127.96700000000001,179789.0,4.0,5,"['edm', 'partyschlager', 'pop house']"
2552,mike candys,one night in ibiza,545zfWQBsJbHBsOcl76AlK,0.711,0.9159999999999999,2.0,-4.493,1.0,0.0638,0.012,9.79e-06,0.154,0.45399999999999996,127.006,169355.0,4.0,4,"['edm', 'partyschlager', 'pop house']"
2553,mike candys,one night in ibiza,545zfWQBsJbHBsOcl76AlK,0.711,0.9159999999999999,2.0,-4.493,1.0,0.0638,0.012,9.79e-06,0.154,0.45399999999999996,127.006,169355.0,4.0,5,"['edm', 'partyschlager', 'pop house']"
2554,mike candys,t-rex,7hfOe922SDFchmKfNPjle8,0.7659999999999999,0.945,11.0,-2.517,0.0,0.0667,0.00992,0.493,0.10099999999999999,0.359,130.009,165045.0,4.0,5,"['edm', 'partyschlager', 'pop house']"
2555,mike oldfield,nuclear,754WgEesWgssZG3XzU9XcG,0.402,0.525,5.0,-6.456,0.0,0.0301,0.0345,0.00028700000000000004,0.134,0.31,135.10399999999998,303987.0,4.0,5,"['album rock', 'art rock', 'new age', 'progressive rock', 'symphonic rock']"
2556,mike oldfield,women of ireland,2aD7VrMWY7VE57vYJRADfc,0.45,0.239,7.0,-9.075,1.0,0.028999999999999998,0.878,0.73,0.138,0.115,115.83,388586.0,4.0,4,"['album rock', 'art rock', 'new age', 'progressive rock', 'symphonic rock']"
2557,mike oldfield,women of ireland,2aD7VrMWY7VE57vYJRADfc,0.45,0.239,7.0,-9.075,1.0,0.028999999999999998,0.878,0.73,0.138,0.115,115.83,388586.0,4.0,5,"['album rock', 'art rock', 'new age', 'progressive rock', 'symphonic rock']"
2558,mike posner,cooler than me,2V4bv1fNWfTcyRJKmej6Sj,0.768,0.82,7.0,-4.63,0.0,0.0475,0.179,0.0,0.7040000000000001,0.625,129.969,213293.0,4.0,3,"['dance pop', 'pop', 'pop rap']"
2559,mike posner,i took a pill in ibiza - seeb remix,0vbtURX4qv1l7besfwmnD8,0.6629999999999999,0.713,7.0,-6.647,0.0,0.11199999999999999,0.0353,7.68e-06,0.0843,0.69,101.965,197933.0,4.0,4,"['dance pop', 'pop', 'pop rap']"
2560,mike posner,please don't go,6jg5SRvdGxvJ0DzNV0UqEK,0.6990000000000001,0.882,4.0,-3.8960000000000004,0.0,0.0311,0.00296,0.0544,0.13,0.657,120.016,196813.0,4.0,5,"['dance pop', 'pop', 'pop rap']"
2561,mikkas,syndrome,1sspKNRULkm9ja5znYaUa1,0.688,0.879,6.0,-4.713,0.0,0.0543,0.00937,0.19399999999999998,0.366,0.248,128.015,395993.0,4.0,5,['complextro']
2562,miley cyrus,fly on the wall,2f6s0AcBRBE0vIOU0NMdXw,0.5589999999999999,0.961,7.0,-4.162,0.0,0.0544,0.165,0.0,0.152,0.6970000000000001,143.974,151800.0,4.0,5,"['dance pop', 'pop', 'post-teen pop']"
2563,miley cyrus,see you again,0G71WvIkF2K6HViJeFvOcM,0.6920000000000001,0.9109999999999999,9.0,-5.098,0.0,0.177,0.0149,7.340000000000001e-05,0.11199999999999999,0.8009999999999999,138.975,190453.0,4.0,5,"['dance pop', 'pop', 'post-teen pop']"
2564,miley cyrus,we can't stop,2y4lAQpi5VTNLu2ldeTdUH,0.613,0.622,1.0,-5.794,0.0,0.0334,0.00882,0.0,0.37,0.484,80.003,231240.0,4.0,3,"['dance pop', 'pop', 'post-teen pop']"
2565,miley cyrus,wrecking ball,2vwlzO0Qp8kfEtzTsCXfyE,0.53,0.42200000000000004,5.0,-6.2620000000000005,1.0,0.0342,0.40700000000000003,0.0,0.107,0.349,119.964,221360.0,4.0,3,"['dance pop', 'pop', 'post-teen pop']"
2566,miley cyrus,wrecking ball,2vwlzO0Qp8kfEtzTsCXfyE,0.53,0.42200000000000004,5.0,-6.2620000000000005,1.0,0.0342,0.40700000000000003,0.0,0.107,0.349,119.964,221360.0,4.0,4,"['dance pop', 'pop', 'post-teen pop']"
2567,miley cyrus,wrecking ball,2vwlzO0Qp8kfEtzTsCXfyE,0.53,0.42200000000000004,5.0,-6.2620000000000005,1.0,0.0342,0.40700000000000003,0.0,0.107,0.349,119.964,221360.0,4.0,5,"['dance pop', 'pop', 'post-teen pop']"
2568,milky chance,stolen dance,6vECYJHxYmm3Ydt3fF01pE,0.885,0.581,11.0,-8.812999999999997,1.0,0.0378,0.4270000000000001,0.000204,0.0759,0.728,114.016,313684.0,4.0,4,['german pop']
2569,milow,ayo technology,7HTX5cE4qzHALfgO2xSvMd,0.778,0.6609999999999999,11.0,-7.664,0.0,0.0347,0.653,0.0,0.10300000000000001,0.747,128.05200000000002,213640.0,4.0,3,"['belgian pop', 'belgian rock', 'belgian singer-songwriter', 'german pop']"
2570,milow,ayo technology,7HTX5cE4qzHALfgO2xSvMd,0.778,0.6609999999999999,11.0,-7.664,0.0,0.0347,0.653,0.0,0.10300000000000001,0.747,128.05200000000002,213640.0,4.0,5,"['belgian pop', 'belgian rock', 'belgian singer-songwriter', 'german pop']"
2571,miranda cosgrove,leave it all to me,7CMIy0uwXyeBv2MvaEUJM1,0.233,0.8,7.0,-5.5429999999999975,1.0,0.105,0.00294,0.0,0.0594,0.564,209.767,158413.0,4.0,3,"['dance pop', 'post-teen pop', 'viral pop']"
2572,miranda cosgrove,leave it all to me,7CMIy0uwXyeBv2MvaEUJM1,0.233,0.8,7.0,-5.5429999999999975,1.0,0.105,0.00294,0.0,0.0594,0.564,209.767,158413.0,4.0,5,"['dance pop', 'post-teen pop', 'viral pop']"
2573,miriam bryant,dragon,1Ryu6DXO5eVBORVTrTinZr,0.46,0.853,6.0,-3.342,1.0,0.0486,0.0625,0.0020399999999999997,0.111,0.479,179.83599999999996,193520.0,3.0,5,"['swedish idol pop', 'swedish pop']"
2574,miss a,good-bye baby,0KK46uV64ZSpk8HY6g9IZV,0.7659999999999999,0.8270000000000001,11.0,-4.462,1.0,0.0493,0.0596,2.8800000000000002e-05,0.057,0.7709999999999999,138.031,227194.0,4.0,5,"['k-pop', 'k-pop girl group']"
2575,miss a,only you,09CAOGrMHucCFL64TYGJ7H,0.638,0.767,0.0,-3.155,1.0,0.132,0.0527,0.0,0.276,0.406,168.076,198009.0,4.0,4,"['k-pop', 'k-pop girl group']"
2576,misterwives,reflections,2PtBhfoPZ6VYtXkrE5FrCH,0.682,0.6759999999999999,2.0,-5.46,1.0,0.0291,0.0226,0.0164,0.10099999999999999,0.604,111.008,186440.0,4.0,3,"['electropop', 'indie pop', 'indie poptimism', 'indietronica', 'modern rock', 'nyc pop', 'pop', 'pop rock', 'stomp and holler']"
2577,misterwives,reflections,2PtBhfoPZ6VYtXkrE5FrCH,0.682,0.6759999999999999,2.0,-5.46,1.0,0.0291,0.0226,0.0164,0.10099999999999999,0.604,111.008,186440.0,4.0,4,"['electropop', 'indie pop', 'indie poptimism', 'indietronica', 'modern rock', 'nyc pop', 'pop', 'pop rock', 'stomp and holler']"
2578,misterwives,reflections,2PtBhfoPZ6VYtXkrE5FrCH,0.682,0.6759999999999999,2.0,-5.46,1.0,0.0291,0.0226,0.0164,0.10099999999999999,0.604,111.008,186440.0,4.0,5,"['electropop', 'indie pop', 'indie poptimism', 'indietronica', 'modern rock', 'nyc pop', 'pop', 'pop rock', 'stomp and holler']"
2579,mitis,born,6tuLr8B7NkM9qlhB9SG1Iz,0.493,0.799,9.0,-7.6320000000000014,1.0,0.0382,0.0017100000000000001,0.0107,0.142,0.198,141.012,267429.0,4.0,5,"['brostep', 'catstep', 'chillstep', 'complextro', 'deep dubstep', 'edm', 'electro house', 'filthstep', 'pop edm']"
2580,mitis,innocent discretion,0NYWgUofAkxld6mWyMc5EM,0.35100000000000003,0.726,5.0,-6.557,1.0,0.0371,0.0353,0.000443,0.128,0.182,172.014,284651.0,4.0,5,"['brostep', 'catstep', 'chillstep', 'complextro', 'deep dubstep', 'edm', 'electro house', 'filthstep', 'pop edm']"
2581,mitis,life,2zRcNxxiJNBfpDefzKGC0V,0.5670000000000001,0.777,3.0,-4.47,1.0,0.0273,0.0221,0.664,0.128,0.115,126.021,266667.0,4.0,5,"['brostep', 'catstep', 'chillstep', 'complextro', 'deep dubstep', 'edm', 'electro house', 'filthstep', 'pop edm']"
2582,mitis,vulnerability,4QvSyfPS1pQwWfNR7ZtOrf,0.726,0.794,6.0,-7.067,1.0,0.035,0.0073799999999999985,0.0374,0.17300000000000001,0.34600000000000003,129.983,332308.0,4.0,5,"['brostep', 'catstep', 'chillstep', 'complextro', 'deep dubstep', 'edm', 'electro house', 'filthstep', 'pop edm']"
2583,mitis,wildflower,1RKp1wh9zcwZpVUK2ihfbF,0.517,0.603,0.0,-10.243,1.0,0.0294,0.804,0.889,0.134,0.14300000000000002,117.993,272542.0,4.0,5,"['brostep', 'catstep', 'chillstep', 'complextro', 'deep dubstep', 'edm', 'electro house', 'filthstep', 'pop edm']"
2584,moby,porcelain,3cYgOAFB1HAUhC7b7U8viI,0.297,0.637,0.0,-7.926,0.0,0.0336,0.0014,0.18,0.247,0.332,94.73,241173.0,4.0,3,"['downtempo', 'electronica']"
2585,moby with wayne coyne,the perfect life,15IrlsuFhrXLVFOQXXz4Zr,0.449,0.852,5.0,-5.78,1.0,0.0329,0.00853,0.0,0.107,0.409,90.993,390466.0,4.0,4,"['downtempo', 'electronica']"
2586,moby with wayne coyne,the perfect life,15IrlsuFhrXLVFOQXXz4Zr,0.449,0.852,5.0,-5.78,1.0,0.0329,0.00853,0.0,0.107,0.409,90.993,390466.0,4.0,5,"['downtempo', 'electronica']"
2587,modern english,i melt with you,6J2rMSRhgb4HuX6dWgM3nJ,0.541,0.81,0.0,-11.745,1.0,0.0367,0.000975,0.00158,0.0681,0.647,155.582,251573.0,4.0,5,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'synthpop', 'uk post-punk']"
2588,modest mouse,ocean breathes salty,4ToYlykhwpW98KtMIGnWQK,0.6459999999999999,0.9640000000000001,7.0,-3.177,1.0,0.0369,0.0407,3.65e-06,0.293,0.747,95.479,224333.0,4.0,3,"['alternative rock', 'dance-punk', 'garage rock', 'indie pop', 'indie rock', 'modern rock', 'rock', 'washington indie']"
2589,moguai,champs,4vuldtCLFjNB85XXcFn1fa,0.5589999999999999,0.79,4.0,-5.8320000000000025,1.0,0.0837,0.0077,4.8899999999999996e-05,0.731,0.18600000000000005,128.186,258387.0,4.0,4,"['big room', 'deep big room', 'edm', 'electro house', 'german techno', 'house', 'progressive electro house', 'progressive house']"
2590,mongo santamaria,afro blue,7L92MWLFM6m3Ry1vCdthmj,0.754,0.304,2.0,-20.6,0.0,0.0633,0.8270000000000001,0.647,0.0943,0.7979999999999999,94.03200000000001,235267.0,3.0,5,"['boogaloo', 'cuban rumba', 'jazz cubano', 'latin jazz']"
2591,monica,angel of mine,1AM1o0mKbgAK5oMpY8B3Z7,0.5920000000000001,0.562,10.0,-6.869,0.0,0.0239,0.00373,3.2299999999999986e-05,0.223,0.20800000000000002,90.16,250173.0,4.0,5,"['dance pop', 'deep pop r&b', 'hip hop', 'hip pop', 'neo soul', 'new jack swing', 'pop rap', 'quiet storm', 'r&b', 'urban contemporary']"
2592,morandi,colors,7bGMCRXXHhH3nl83sIHmpl,0.6890000000000001,0.674,10.0,-6.499,0.0,0.0384,0.19899999999999998,0.00043099999999999996,0.32,0.546,127.999,243827.0,4.0,3,"['europop', 'romanian pop']"
2593,morandi,colors,7bGMCRXXHhH3nl83sIHmpl,0.6890000000000001,0.674,10.0,-6.499,0.0,0.0384,0.19899999999999998,0.00043099999999999996,0.32,0.546,127.999,243827.0,4.0,4,"['europop', 'romanian pop']"
2594,mord fustang,the electric dream,3j0hEjcx1lP6grPt9e3WXe,0.873,0.535,7.0,-2.8930000000000002,0.0,0.0444,1.27e-05,0.917,0.0588,0.153,128.01,302000.0,4.0,3,"['complextro', 'edm', 'electro house']"
2595,mord fustang,the electric dream,3j0hEjcx1lP6grPt9e3WXe,0.873,0.535,7.0,-2.8930000000000002,0.0,0.0444,1.27e-05,0.917,0.0588,0.153,128.01,302000.0,4.0,4,"['complextro', 'edm', 'electro house']"
2596,mord fustang,the electric dream,3j0hEjcx1lP6grPt9e3WXe,0.873,0.535,7.0,-2.8930000000000002,0.0,0.0444,1.27e-05,0.917,0.0588,0.153,128.01,302000.0,4.0,5,"['complextro', 'edm', 'electro house']"
2597,morten,beautiful heartbeat - avicii remix,051Njjyh3fUdOC83XtXMfB,0.506,0.7509999999999999,5.0,-5.647,1.0,0.0583,0.0352,4.1899999999999995e-05,0.111,0.20199999999999999,129.968,314000.0,4.0,3,"['danish electronic', 'danish pop', 'scandipop']"
2598,morten,beautiful heartbeat - avicii remix,051Njjyh3fUdOC83XtXMfB,0.506,0.7509999999999999,5.0,-5.647,1.0,0.0583,0.0352,4.1899999999999995e-05,0.111,0.20199999999999999,129.968,314000.0,4.0,4,"['danish electronic', 'danish pop', 'scandipop']"
2599,motion city soundtrack,antonia,6q9g6MFNANlCSHpfAru2qJ,0.512,0.7709999999999999,11.0,-5.025,1.0,0.0392,0.0043100000000000005,0.0,0.31,0.452,137.065,196373.0,4.0,5,"['emo', 'modern rock', 'neon pop punk', 'pop punk']"
2600,motion city soundtrack,capital h,0Kn2HBDTSpL6qh69lOammY,0.506,0.981,11.0,-4.726,1.0,0.107,0.00962,1.3e-06,0.263,0.509,109.906,172200.0,4.0,5,"['emo', 'modern rock', 'neon pop punk', 'pop punk']"
2601,motion city soundtrack,everything is alright,6xyiHZgrmXw7sMyYXbXjPV,0.435,0.95,8.0,-3.8689999999999998,1.0,0.106,0.0004940000000000001,0.0,0.317,0.457,160.987,207634.0,4.0,4,"['emo', 'modern rock', 'neon pop punk', 'pop punk']"
2602,motion city soundtrack,everything is alright,6xyiHZgrmXw7sMyYXbXjPV,0.435,0.95,8.0,-3.8689999999999998,1.0,0.106,0.0004940000000000001,0.0,0.317,0.457,160.987,207634.0,4.0,5,"['emo', 'modern rock', 'neon pop punk', 'pop punk']"
2603,motion city soundtrack,the future freaks me out,7N2DblLu8DuZ0seGYSg73v,0.6609999999999999,0.8740000000000001,5.0,-5.904,0.0,0.0456,0.0168,0.0,0.41,0.682,127.915,216667.0,4.0,4,"['emo', 'modern rock', 'neon pop punk', 'pop punk']"
2604,motion city soundtrack,the future freaks me out,7N2DblLu8DuZ0seGYSg73v,0.6609999999999999,0.8740000000000001,5.0,-5.904,0.0,0.0456,0.0168,0.0,0.41,0.682,127.915,216667.0,4.0,5,"['emo', 'modern rock', 'neon pop punk', 'pop punk']"
2605,mozart,turkish march,5z2beELexjewf58uJVplhC,0.511,0.226,7.0,-16.86,1.0,0.0492,0.98,0.8909999999999999,0.128,0.528,112.24799999999999,256291.0,4.0,5,[]
2606,mr big,to be with you,3Mmt6Xk0H6VR92PEp6x3hP,0.688,0.375,4.0,-9.601,1.0,0.0535,0.28600000000000003,0.0,0.133,0.45,83.635,210480.0,4.0,4,"['album rock', 'glam metal', 'hard rock', 'rock']"
2607,mr big,to be with you,3Mmt6Xk0H6VR92PEp6x3hP,0.688,0.375,4.0,-9.601,1.0,0.0535,0.28600000000000003,0.0,0.133,0.45,83.635,210480.0,4.0,5,"['album rock', 'glam metal', 'hard rock', 'rock']"
2608,mr probz ,waves robin schulz remix,490jlMZVNVCzsMVVMvnNbt,0.775,0.47600000000000003,1.0,-9.459,1.0,0.0311,0.0123,3.13e-05,0.156,0.423,119.99,190846.0,4.0,5,['tropical house']
2609,mt eden,sierra leone,6xpuhGiLFVuoQRv03HWLu4,0.361,0.736,3.0,-4.3180000000000005,1.0,0.0376,0.000484,0.153,0.48100000000000004,0.11699999999999999,140.015,292904.0,4.0,4,"['brostep', 'chillstep', 'nz electronic']"
2610,mumford and sons,babel,7nhItJUpHMXJURhZNyXHJs,0.373,0.813,2.0,-6.13,1.0,0.0543,0.0253,0.000227,0.0826,0.647,80.465,208933.0,4.0,3,"['modern folk rock', 'modern rock', 'neo mellow', 'stomp and holler', 'uk americana']"
2611,mumford and sons,little lion man,6JnufVNLIO5F5Lk4sEVLeI,0.517,0.48100000000000004,5.0,-8.273,1.0,0.0272,0.0293,1.7899999999999998e-05,0.0903,0.461,138.51,246973.0,4.0,4,"['modern folk rock', 'modern rock', 'neo mellow', 'stomp and holler', 'uk americana']"
2612,mumford and sons,little lion man,6JnufVNLIO5F5Lk4sEVLeI,0.517,0.48100000000000004,5.0,-8.273,1.0,0.0272,0.0293,1.7899999999999998e-05,0.0903,0.461,138.51,246973.0,4.0,5,"['modern folk rock', 'modern rock', 'neo mellow', 'stomp and holler', 'uk americana']"
2613,mumford and sons,sigh no more,2QAiyYiogIG5kkw4s4iePg,0.485,0.33299999999999996,0.0,-10.311,1.0,0.0299,0.0251,0.000252,0.306,0.214,147.769,207987.0,4.0,4,"['modern folk rock', 'modern rock', 'neo mellow', 'stomp and holler', 'uk americana']"
2614,mumford and sons,sigh no more,2QAiyYiogIG5kkw4s4iePg,0.485,0.33299999999999996,0.0,-10.311,1.0,0.0299,0.0251,0.000252,0.306,0.214,147.769,207987.0,4.0,5,"['modern folk rock', 'modern rock', 'neo mellow', 'stomp and holler', 'uk americana']"
2615,mumford and sons,the cave,7IxVWmdabNVhfLBV3JD0nJ,0.595,0.506,4.0,-9.682,1.0,0.0388,0.0464,0.000138,0.107,0.34600000000000003,141.981,217987.0,4.0,5,"['modern folk rock', 'modern rock', 'neo mellow', 'stomp and holler', 'uk americana']"
2616,mungo jerry,in the summertime,3RNyGLgSvmVRZ7xKUp8Wgd,0.754,0.449,4.0,-14.013,1.0,0.0615,0.7240000000000001,0.0,0.162,0.973,82.751,211880.0,4.0,5,"['british blues', 'classic uk pop']"
2617,murray gold,i am the doctor,5ZWCxNCPzVdKJUhuwRIU2q,0.456,0.391,2.0,-11.706,0.0,0.0425,0.924,0.955,0.122,0.161,170.398,244147.0,1.0,5,"['british soundtrack', 'scorecore', 'soundtrack', 'theme']"
2618,murray gold,the doctor's theme series 4,6WG98vvHuZdQsiiwrq6Ugo,0.13,0.467,2.0,-11.692,0.0,0.0425,0.6779999999999999,0.94,0.209,0.0532,68.14399999999999,165533.0,3.0,3,"['british soundtrack', 'scorecore', 'soundtrack', 'theme']"
2619,murray gold,the doctor's theme series 4,6WG98vvHuZdQsiiwrq6Ugo,0.13,0.467,2.0,-11.692,0.0,0.0425,0.6779999999999999,0.94,0.209,0.0532,68.14399999999999,165533.0,3.0,4,"['british soundtrack', 'scorecore', 'soundtrack', 'theme']"
2620,murray gold,the doctor's theme series 4,6WG98vvHuZdQsiiwrq6Ugo,0.13,0.467,2.0,-11.692,0.0,0.0425,0.6779999999999999,0.94,0.209,0.0532,68.14399999999999,165533.0,3.0,5,"['british soundtrack', 'scorecore', 'soundtrack', 'theme']"
2621,murray gold,the majestic tale,1cC9YJ8sQjC0T5H1fXMUT2,0.47700000000000004,0.551,2.0,-10.763,0.0,0.031,0.0946,0.976,0.297,0.35,145.05,241160.0,1.0,5,"['british soundtrack', 'scorecore', 'soundtrack', 'theme']"
2622,murtagh,alpha,1ISTQZ9B9yw2aYvsidEz1O,0.54,0.945,7.0,-5.431,1.0,0.0938,0.00541,0.00257,0.40299999999999997,0.115,128.04399999999998,265327.0,4.0,4,[]
2623,muse,aftermath,2z1D4PqjWYEsXeXxE6euQ2,0.295,0.495,9.0,-7.646,1.0,0.0316,0.215,0.0112,0.122,0.115,72.09,347997.0,4.0,4,"['modern rock', 'permanent wave', 'piano rock', 'post-grunge', 'rock']"
2624,muse,aftermath,2z1D4PqjWYEsXeXxE6euQ2,0.295,0.495,9.0,-7.646,1.0,0.0316,0.215,0.0112,0.122,0.115,72.09,347997.0,4.0,5,"['modern rock', 'permanent wave', 'piano rock', 'post-grunge', 'rock']"
2625,muse,blackout,2nTgdpxwpXTk5x1c9yaO3W,0.172,0.28,10.0,-11.877,1.0,0.0394,0.43,0.408,0.131,0.0617,116.94,262200.0,3.0,3,"['modern rock', 'permanent wave', 'piano rock', 'post-grunge', 'rock']"
2626,muse,bliss,09oOhscdjOI4JzxgP9t0x3,0.447,0.8,0.0,-9.482000000000001,0.0,0.047,0.000258,0.00206,0.113,0.251,127.956,251147.0,4.0,5,"['modern rock', 'permanent wave', 'piano rock', 'post-grunge', 'rock']"
2627,muse,butterflies and hurricanes,0xJLcjd0gaZct43xG1UlXS,0.42,0.691,9.0,-8.56,1.0,0.0501,0.31,0.0427,0.109,0.0383,115.32600000000001,301733.0,4.0,5,"['modern rock', 'permanent wave', 'piano rock', 'post-grunge', 'rock']"
2628,muse,dead inside,2daZovie6pc2ZK7StayD1K,0.65,0.758,8.0,-5.021,1.0,0.0507,0.000259,0.000492,0.276,0.603,100.005,262947.0,4.0,3,"['modern rock', 'permanent wave', 'piano rock', 'post-grunge', 'rock']"
2629,muse,dead inside,2daZovie6pc2ZK7StayD1K,0.65,0.758,8.0,-5.021,1.0,0.0507,0.000259,0.000492,0.276,0.603,100.005,262947.0,4.0,5,"['modern rock', 'permanent wave', 'piano rock', 'post-grunge', 'rock']"
2630,muse,endlessly,131F3d3InZE2fqzTHptIgQ,0.6559999999999999,0.47100000000000003,9.0,-9.668,0.0,0.0351,0.8140000000000001,0.256,0.0515,0.631,110.175,228933.0,4.0,4,"['modern rock', 'permanent wave', 'piano rock', 'post-grunge', 'rock']"
2631,muse,exogenesis,76ZDwA8uTyMys4LIS3pBUX,0.0848,0.212,7.0,-11.405999999999999,1.0,0.0369,0.251,0.6459999999999999,0.0796,0.0572,177.55900000000003,277027.0,4.0,5,"['modern rock', 'permanent wave', 'piano rock', 'post-grunge', 'rock']"
2632,muse,explorers,0rlB9MM5FKeRnvJiWOVRYY,0.18600000000000005,0.525,0.0,-7.5870000000000015,1.0,0.0292,0.24100000000000002,5.290000000000001e-05,0.10800000000000001,0.0523,89.789,346507.0,4.0,5,"['modern rock', 'permanent wave', 'piano rock', 'post-grunge', 'rock']"
